order_id,item_id,product_id,product_version_id,title_origin,title_target,category,custom_category,site_name,product_details,product_info_details,materials,clothing_materials,hscode,thumbnail_urls,thumbnail_count,price_origin,price_krw,product_url,actual_weight,actual_dimensions,actual_d1,actual_d2,actual_d3,actual_max,actual_mid,actual_min,actual_volume_m3,actual_volume_cm3,actual_volume_L,volumetric_weight,ai_weight_kg,ai_width_cm,ai_depth_cm,ai_height_cm,ai_max,ai_mid,ai_min,ai_volume_m3,ai_volume_cm3,ai_volume_L,ai_volume_str,ai_packed_volume_str,weight_error,volume_error,max_error,mid_error,min_error,avg_dim_error,shipping_date,order_created_at,weight_range,combined_error
250227EEDEEA25,7d6070ef-4dec-47f1-94ee-1a4ac68485a2,366fbf9a-a65a-44f1-868d-bfb4ef622ae8,5b01747c-92ed-40c9-9177-b8e3d1fb4a7a,모듈가구 콤비락 유리선반 진열장 거실가구 인테리어 직사각 2단/3단 6colors,モジュール家具コンビラックガラス棚ショーケースリビングルーム家具インテリア直角2段/3段6colors,가구/인테리어>수납가구>선반,Shelf,naver,,![](https://shop-phinf.pstatic.net/20220630_278/1656521204727Vwjhs_JPEG/1core.jpg)<br>![](https://shop-phinf.pstatic.net/20220617_105/1655404211794xSp9D_JPEG/%EA%B8%B8%EC%9D%B4%EC%A1%B0%EC%A0%951.jpg)<br>![](https://shop-phinf.pstatic.net/20220226_225/1645832520486ARLFR_JPEG/Untitled-1_02.jpg)<br>![](https://shop-phinf.pstatic.net/20230118_229/1674003667776pS0IN_JPEG/123.jpg)<br>![](https://shop-phinf.pstatic.net/20230120_226/1674177773209chYvL_JPEG/1.jpg)<br>![](https://shop-phinf.pstatic.net/20240108_174/17046922030596W7FB_JPEG/%EC%83%89%EC%83%81%ED%91%9C1.jpg)<br>![](https://shop-phinf.pstatic.net/20220627_253/1656258540362mkjFk_JPEG/%EC%A2%85%ED%95%A9-%EC%88%98%EC%A0%95-2.jpg)<br>![](https://shop-phinf.pstatic.net/20230120_27/1674192096010b3kxx_JPEG/%EC%A7%81%EB%8B%A8-%EC%A0%95%EB%B3%B4%EC%88%98%EC%A0%95.jpg)<br>![](https://shop-phinf.pstatic.net/20230120_98/1674192103166qwbeH_JPEG/%EC%A0%95%EB%8B%A8--%EC%A0%95%EB%B3%B4%EC%88%98%EC%A0%95.jpg)<br>![](https://shop-phinf.pstatic.net/20230109_299/1673246865828hMEtJ_JPEG/Untitled-1_11.jpg)<br>![](https://shop-phinf.pstatic.net/20220627_273/1656258568048zjrGK_JPEG/%EC%A2%85%ED%95%A9-%EC%88%98%EC%A0%95.jpg)<br>![](https://shop-phinf.pstatic.net/20220630_277/1656521883328Mdw74_JPEG/%EC%9D%B8%ED%8F%AC.jpg)<br>![](https://shop-phinf.pstatic.net/20220426_16/1650953711117FBY6r_JPEG/0408-%EC%BD%94%EC%95%84%EC%97%90%EC%8A%A4%ED%8B%B0%EC%97%90%EC%8A%A400141.jpg)<br>![](https://shop-phinf.pstatic.net/20230109_292/1673221628270oBqnE_JPEG/Untitled-2_03.jpg)<br>![](https://shop-phinf.pstatic.net/20230109_70/167322414183029EyR_JPEG/Untitled-2_04.jpg)<br>![](https://shop-phinf.pstatic.net/20220725_287/1658723142280yumkz_JPEG/12__%EB%AF%B8%EB%81%84%EB%9F%BC%EB%B0%A9%EC%A7%80%EC%9D%B4%EB%AF%B8%EC%A7%80.jpg)<br>![](https://shop-phinf.pstatic.net/20221128_183/1669632617042e2L9O_JPEG/%EC%A4%84%EB%AC%B4%EB%8A%AC.jpg)<br>![](https://shop-phinf.pstatic.net/20220718_118/1658073744917CPr1i_JPEG/6_%EC%9E%90%EC%B2%B4_%EC%A0%9C%EC%9E%91.jpg)<br>![](https://shop-phinf.pstatic.net/20220627_134/1656258609638zseML_JPEG/%EB%AA%A8%EC%9D%8C%EC%A0%84(%EB%B6%84%ED%95%A02)_14.jpg)<br>![](https://shop-phinf.pstatic.net/20220426_12/1650952843377VyuWr_JPEG/%EB%AA%A8%EC%9D%8C%EC%A0%84(%EB%B6%84%ED%95%A02)_15.jpg)<br>![](https://shop-phinf.pstatic.net/20220226_290/1645832521386UFph2_JPEG/Untitled-2_13.jpg)<br>![](https://shop-phinf.pstatic.net/20220630_208/1656521430064gcjoL_JPEG/7_%E3%85%88%EB%A7%88%EB%AC%B4%EB%A6%AC%EC%9D%B4%EB%AF%B8%EC%A7%80.jpg)<br>![](https://shop-phinf.pstatic.net/20221228_22/1672191644259uvH3c_JPEG/16%EB%B0%B0%EC%86%A1%EC%84%A4%EB%AA%85.jpg)<br>,,,9403910000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/5b01747c-92ed-40c9-9177-b8e3d1fb4a7a.jpg,10,61000.0,6641.0,https://smartstore.naver.com/main/products/5811761387,0.085,9.7x20.0x8.2,9.7,20.0,8.2,20.0,9.7,8.2,0.0015907999999999,1590.8,1.5907999999999998,0.265,25.0,21.0,42.0,56.0,56.0,42.0,21.0,0.049392,49392.0,49.392,,,293.1176470588235,30.04852904199145,1.8,3.329896907216495,1.5609756097560978,2.2302908389908644,2025-03-14 10:31:58,2025-03-17 08:01:03.222,0-0.5kg,161.58308805040747
250507C810529B,34a90cd8-c2c1-41e4-9c2c-773bca939fa1,7b109d4d-806f-48a7-8bdb-336a9045162a,c4057ced-fbf6-4783-beca-5ce0ed6246c1,"[금속부자재] 솔트레지(8mm,12mm,14mm)",[金属部品] ソルトレッジ（8mm、12mm、14mm),,Other,,,"간편하면서도 멋스럽게 여밈장식을 달아 보세요. 나사형태로 되어 있어 조립이 정말 쉽고 간편합니다.
적립금: 5%(60원)
사이즈: 8mm, 12mm, 14mm
구성: 솔트레지(색상/사이즈 선택) 1개
",,,7318290000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/c4057ced-fbf6-4783-beca-5ce0ed6246c1.jpg,1,3500.0,360.0,https://www.banul.co.kr/m/product.html?branduid=10337278&search=%25BC%25D6%25C6%25AE&sort=sellcnt&xcode=121&mcode=000&scode&GfDT=bml5W1w%3D,0.06,14.9x9.7x7.2,14.9,9.7,7.2,14.9,9.7,7.2,0.001040616,1040.616,1.040616,0.173,1.5,30.0,10.0,30.0,30.0,30.0,10.0,0.009,9000.0,9.0,,,24.0,7.648723448419013,1.0134228187919463,2.0927835051546393,0.3888888888888888,1.1650317376118249,2025-05-14 09:04:52,2025-05-16 08:00:57.775,0-0.5kg,15.824361724209506
24112620E6C658,465a7f8b-9997-421e-8031-f9da8c7adf0e,87542165-5194-43f8-b0e2-a721c192e64d,05dce9e8-fdde-4dfa-9da4-0900eac3f733,한정수량 루미너스 아쿠아 원액 2L+디테일링 투명 전동 분무기 2.2L,限定数量ルミナスアクア原液2L+ディテール透明電動噴霧器2.2L,생활/건강>자동차용품>세차용품>도장용광택/코팅제,Watering can,naver,,![](https://kk55ks.godohosting.com/LUMINUS/aqua_NEW/1.jpg)<br>![](https://kk55ks.godohosting.com/LUMINUS/aqua_NEW/3.jpg)<br>![](https://kk55ks.godohosting.com/LUMINUS/aqua_NEW/5.jpg)<br>![](https://kk55ks.godohosting.com/LUMINUS/aqua_NEW/7.jpg)<br>![](https://kk55ks.godohosting.com/LUMINUS/aqua_NEW/9.jpg)<br>![](https://kk55ks.godohosting.com/LUMINUS/aqua_NEW/11.jpg)<br>![](https://kk55ks.godohosting.com/LUMINUS/aqua_NEW/13.jpg)<br>![](https://kk55ks.godohosting.com/LUMINUS/aqua_NEW/15.jpg)<br>![](https://kk55ks.godohosting.com/LUMINUS/aqua_NEW/17_2L.jpg)<br>![](https://kk55ks.godohosting.com/LUMINUS/transparent_electric_sprayer/1.jpg)<br>![](https://kk55ks.godohosting.com/LUMINUS/transparent_electric_sprayer/3.jpg)<br>![](https://kk55ks.godohosting.com/LUMINUS/transparent_electric_sprayer/5.jpg)<br>![](https://kk55ks.godohosting.com/LUMINUS/transparent_electric_sprayer/7.jpg)<br>![](https://kk55ks.godohosting.com/LUMINUS/transparent_electric_sprayer/9.jpg)<br>,,,3924100000,https://shop-phinf.pstatic.net/20240718_241/1721262498779wdeJ8_JPEG/1969689646693119_997531536.jpg?type=m510|https://shop-phinf.pstatic.net/20231227_182/1703662391995Rf2hC_JPEG/30965075871470870_1100377703.jpg?type=m510|https://shop-phinf.pstatic.net/20231227_162/1703662394268i4FIj_JPEG/30965078145284721_572401844.jpg?type=m510,3,99000.0,11048.0,https://smartstore.naver.com/main/products/10607531843,0.09,16.0x12.0x8.0,16.0,12.0,8.0,16.0,12.0,8.0,0.001536,1536.0,1.536,0.256,2.5,10.0,30.0,10.0,30.0,10.0,10.0,0.003,3000.0,3.0,,,26.777777777777786,0.953125,0.875,-0.1666666666666666,0.25,0.3194444444444445,2024-11-29 09:54:36,2024-12-04 23:00:26.617,0-0.5kg,13.865451388888893
250107B9E93BF8,22264e5d-5fe0-460c-9fcc-5cb5e9b284fd,02117512-edbb-4236-ba61-2350891593b6,4ecd070b-39fa-4660-b01f-8b4e45a44f29,정승원 포토카드,チョン・スンウォンフォトカード,디지털 > 오디오/영상/관련기기 > 비디오/프로젝터 > ,Photographs,bungae,,결제용입니다 ! 31800원 이예요,,,4911919000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/4ecd070b-39fa-4660-b01f-8b4e45a44f29.jpg,1,32950.0,3587.0,https://m.bunjang.co.kr/products/310232131,0.1,19.0x12.0x9.0,19.0,12.0,9.0,19.0,12.0,9.0,0.002052,2052.0,2.052,0.342,1.5,30.0,10.0,30.0,30.0,30.0,10.0,0.009,9000.0,9.0,,,13.999999999999998,3.3859649122807016,0.5789473684210527,1.5,0.1111111111111111,0.7300194931773879,2025-01-21 09:13:21,2025-01-23 08:01:34.447,0-0.5kg,8.69298245614035
250509BB726C0C,45462f29-cf4c-4194-9517-b611a99abfe0,30440c64-005e-4db9-adbd-8950af1f660a,2f8ce763-04b5-4a08-bcf9-8dd2e384d913,[국내오늘출발] SAMG 메탈카드봇S 블래스트레인 특급열차 기차 로봇,[国内今日出発] SAMGメタルカードボットSブラストレイン特急列車列車ロボット,생활/건강>수집품>모형/프라모델/피규어>피규어,Toy,naver,,,,,9503003919,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/2f8ce763-04b5-4a08-bcf9-8dd2e384d913.jpg,1,71900.0,7591.0,https://smartstore.naver.com/main/products/11734703422,0.065,12.1x4.9x11.5,12.1,4.9,11.5,12.1,11.5,4.9,0.000681835,681.835,0.681835,0.114,0.8,15.0,10.0,30.0,30.0,15.0,10.0,0.0045,4500.0,4.5,,,11.307692307692308,5.599837204015634,1.4793388429752066,0.3043478260869565,1.040816326530612,0.9415009985309252,2025-05-12 13:00:57,2025-05-15 14:03:12.660,0-0.5kg,8.453764755853971
241209C534D337,82ce1db8-ad76-4cd6-acf4-362018476b68,b7d49db5-1f8e-4b55-95e1-0afbadd0c265,1d4b9ee5-6917-4c58-baaa-c02c2cec5c47,진로소주 디스펜서 쿨러 굿즈 혼술 기계 신혼선물 테라 굿즈 술친구 두꺼비,ジンロ焼酎ディスペンサークーラーグッズホンスルマシン新婚プレゼントテラグッズ飲み物ヒキガエル,생활/건강>주방용품>주방잡화>기타주방잡화,Of plastic,naver,,![](https://shopping-phinf.pstatic.net/main_8532950/85329502852.1.jpg)<br>![](https://shop-phinf.pstatic.net/20240404_215/1712220981795Didcm_JPEG/5.jpg)<br>![](https://shop-phinf.pstatic.net/20220816_138/1660656034052Qt2Gk_JPEG/KakaoTalk_20220816_221738389_02.jpg)<br>![](https://shop-phinf.pstatic.net/20220816_163/1660656034052b1REA_JPEG/KakaoTalk_20220816_221839734.jpg)<br>![](https://shop-phinf.pstatic.net/20220816_76/16606560340529wHui_JPEG/KakaoTalk_20220816_221738389.jpg)<br>![](https://shop-phinf.pstatic.net/20220816_69/1660656034052Nc7g8_JPEG/KakaoTalk_20220816_221738389_01.jpg)<br>![](https://shop-phinf.pstatic.net/20220816_105/1660658101360lCHMq_JPEG/%EC%82%AC%EC%9A%A9%EB%B0%A9%EB%B2%95_1.jpg)<br>![](https://shop-phinf.pstatic.net/20220816_209/1660658101367LKO4P_JPEG/%EC%82%AC%EC%9A%A9%EB%B0%A9%EB%B2%95_2.jpg)<br>![](https://shop-phinf.pstatic.net/20220816_71/1660658101377PlDv4_JPEG/%EC%82%AC%EC%9A%A9%EB%B0%A9%EB%B2%95_3.jpg)<br>![](https://shop-phinf.pstatic.net/20220816_73/1660658101358V80on_JPEG/%EC%82%AC%EC%9A%A9%EB%B0%A9%EB%B2%95_4.jpg)<br>![](https://shop-phinf.pstatic.net/20220816_117/1660658951872Wmp0D_JPEG/KakaoTalk_20220816_230811928_01.jpg)<br>![](https://shop-phinf.pstatic.net/20220816_117/1660658954946CQCiU_JPEG/KakaoTalk_20220816_230811928.jpg)<br>![](https://shop-phinf.pstatic.net/20220920_237/1663658697823YYL3M_JPEG/KakaoTalk_20220920_152652572_04.jpg)<br>![](https://shop-phinf.pstatic.net/20220920_209/1663658701433FfJh0_JPEG/KakaoTalk_20220920_152652572_05.jpg)<br>![](https://shop-phinf.pstatic.net/20220920_60/1663659850082fKe9l_JPEG/KakaoTalk_20220920_152652572_01.jpg)<br>![](https://shop-phinf.pstatic.net/20220920_129/1663659879085xRdhJ_JPEG/KakaoTalk_20220920_152652572_03.jpg)<br>![](https://shop-phinf.pstatic.net/20240624_67/17192178596112gD2J_JPEG/%EA%B3%B5%EC%A7%80.jpg)<br>![](https://shop-phinf.pstatic.net/20230831_218/1693459570115B1zeK_JPEG/16668434116A93D165D713878594C4E3_img_760.jpg)<br>![](https://shop-phinf.pstatic.net/20230831_203/16934596427518fXBq_JPEG/16885454961DA80A45AFEB59378DE65B_img_760.jpg)<br>![](https://shop-phinf.pstatic.net/20230831_84/1693459728661IMxxj_JPEG/16855229442E2E537F6EFAB390DEB30F_img_760.jpg)<br>![](https://shop-phinf.pstatic.net/20230831_254/1693459734289dJRXB_JPEG/16855229440387D69CA88163D99401D6_img_760.jpg)<br>![](https://shop-phinf.pstatic.net/20240118_275/1705569703839sFECx_JPEG/deliver1.jpg)<br>![](https://shop-phinf.pstatic.net/20230831_173/1693459864310ItgIV_JPEG/%EB%B0%98%ED%92%88%EC%95%88%EB%82%B4.jpg)<br>,,,9607202000,https://shop-phinf.pstatic.net/20240105_247/1704441723530b1KHQ_JPEG/105577557329269695_2135383969.jpg?type=m510|https://shop-phinf.pstatic.net/20240105_68/1704442035371JETAg_JPEG/105577869159831918_791253970.jpg?type=m510|https://shop-phinf.pstatic.net/20240105_270/1704442045547Ku0fU_JPEG/105577879339846636_1016505859.jpg?type=m510|https://shop-phinf.pstatic.net/20220817_243/1660706051702HlbmO_JPEG/61841950390490470_970045723.jpg?type=m510|https://shop-phinf.pstatic.net/20220817_39/1660706051934Hjane_JPEG/61841950617718363_1915447708.jpg?type=m510|https://shop-phinf.pstatic.net/20231102_263/1698889830221iXqKB_JPEG/15982653182725354_1258190942.jpg?type=m510|https://shop-phinf.pstatic.net/20220920_163/1663658322282GQzAb_JPEG/64794156095927021_741241589.jpg?type=m510|https://shop-phinf.pstatic.net/20220920_130/16636583224993XQvL_JPEG/64794156312455575_2067221317.jpg?type=m510|https://shop-phinf.pstatic.net/20220920_103/1663658322710zWeL6_JPEG/64794156523239593_1015710496.jpg?type=m510|https://shop-phinf.pstatic.net/20220920_237/1663658322859OQ3Mq_JPEG/64794156666737850_1297158169.jpg?type=m510,10,48100.0,5378.0,https://smartstore.naver.com/main/products/7054011723,0.315,19.0x15.0x8.5,19.0,15.0,8.5,19.0,15.0,8.5,0.0024225,2422.5,2.4225000000000003,0.404,1.5,30.0,30.0,30.0,30.0,30.0,30.0,0.027,27000.0,27.0,,,3.761904761904762,10.145510835913312,0.5789473684210527,1.0,2.5294117647058822,1.3694530443756452,2024-12-13 17:54:55,2024-12-18 08:01:10.081,0-0.5kg,6.953707798909036
2411198ADD8781,eff175ec-4d9e-43f0-a057-753f3c39a018,ccb8c323-250f-40f2-a245-da6dac43b6e6,e407783d-f9c8-405e-b02e-0cc149564532,카톤 전동분무기 부채꼴 분사노즐,カートン電動噴霧器扇形噴射ノズル,생활/건강>공구>원예공구>압축분무기,Of spray guns,naver,,![](https://shop-phinf.pstatic.net/20221227_123/1672118663685fcMEo_JPEG/SE-7afe8e82-15cb-4ecd-b044-52472ec3eed9.jpg)<br>![](https://shop-phinf.pstatic.net/20221102_89/1667365713913Ts6Ns_JPEG/%EB%85%B8%EC%A6%90%EC%83%81%EC%84%B8%ED%8E%98%EC%9D%B4%EC%A7%802.jpg)<br>![](https://shop-phinf.pstatic.net/20221102_176/1667365878353lCM7e_JPEG/%EB%85%B8%EC%A6%90%EC%83%81%EC%84%B8%ED%8E%98%EC%9D%B4%EC%A7%803.jpg)<br>,,,8424902000,https://shop-phinf.pstatic.net/20221021_19/1666325055827ib0Td_JPEG/67460898539429216_1834611463.jpg?type=m510|https://shop-phinf.pstatic.net/20221108_207/1667872163277GN2lg_PNG/69008061966436924_742281027.png?type=m510|https://shop-phinf.pstatic.net/20221108_172/1667872169744YSWVd_PNG/69008068399660876_509242690.png?type=m510|https://shop-phinf.pstatic.net/20221108_219/1667872175170lzfc2_PNG/69008073812267883_297293248.png?type=m510,4,12000.0,1359.0,https://m.smartstore.naver.com/cartonkorea/products/5968998404,0.12,15.0x10.0x10.0,15.0,10.0,10.0,15.0,10.0,10.0,0.0015,1500.0,1.5,0.25,1.5,21.0,10.0,21.0,21.0,21.0,10.0,0.00441,4410.0,4.41,,,11.5,1.94,0.4,1.1,0.0,0.5,2024-11-26 09:47:45,2024-11-30 05:01:02.705,0-0.5kg,6.72
2505196E27C021,d09f5124-9e83-4aab-94b7-2dab5777597a,8fc88383-5b6f-491e-a641-0c2656e2aaa5,9cc91020-7701-4dc3-9fc4-b3265e19818f,보넥도 노장르 뮤뱅 인가 공방 세트 양도 합니다,ボネックもノジャンルミューバンか工房セット譲渡します,스타굿즈 > 보이그룹 > 음반/영상물 > ,Photographs,bungae,,"送料別途準登記返却 一般宅配便可能です

배송비 별도
준등기 반택
일반택배 가능합니다",,,4911919000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/9cc91020-7701-4dc3-9fc4-b3265e19818f.jpg,1,124350.0,12759.0,https://m.bunjang.co.kr/products/334128511?q=%EB%B3%B4%EB%84%A5%EB%8F%84%2520%EA%B3%B5%EB%B0%A9&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,0.06,15.0x10.0x7.0,15.0,10.0,7.0,15.0,10.0,7.0,0.00105,1050.0,1.05,0.175,0.8,21.0,4.0,21.0,21.0,21.0,4.0,0.001764,1764.0,1.764,,,12.333333333333334,0.68,0.4,1.1,-0.4285714285714285,0.3571428571428571,2025-05-27 12:50:01,2025-05-30 08:01:54.357,0-0.5kg,6.506666666666667
241114C149554C,720fb3bd-2ba4-479a-abd5-863cd5f7d254,ccb8c323-250f-40f2-a245-da6dac43b6e6,494bf07a-ed92-4fd8-ad1a-70a2720e2ec8,카톤 전동분무기 부채꼴 분사노즐,カートン電動噴霧器扇形噴射ノズル,생활/건강>공구>원예공구>압축분무기,Nozzles,naver,,![](https://shop-phinf.pstatic.net/20221227_123/1672118663685fcMEo_JPEG/SE-7afe8e82-15cb-4ecd-b044-52472ec3eed9.jpg)<br>![](https://shop-phinf.pstatic.net/20221102_89/1667365713913Ts6Ns_JPEG/%EB%85%B8%EC%A6%90%EC%83%81%EC%84%B8%ED%8E%98%EC%9D%B4%EC%A7%802.jpg)<br>![](https://shop-phinf.pstatic.net/20221102_176/1667365878353lCM7e_JPEG/%EB%85%B8%EC%A6%90%EC%83%81%EC%84%B8%ED%8E%98%EC%9D%B4%EC%A7%803.jpg)<br>,,,6903105000,https://shop-phinf.pstatic.net/20221021_19/1666325055827ib0Td_JPEG/67460898539429216_1834611463.jpg?type=m510|https://shop-phinf.pstatic.net/20221108_207/1667872163277GN2lg_PNG/69008061966436924_742281027.png?type=m510|https://shop-phinf.pstatic.net/20221108_172/1667872169744YSWVd_PNG/69008068399660876_509242690.png?type=m510|https://shop-phinf.pstatic.net/20221108_219/1667872175170lzfc2_PNG/69008073812267883_297293248.png?type=m510,4,12000.0,1357.0,https://m.smartstore.naver.com/cartonkorea/products/5968998404,0.13,15.0x10.0x10.0,15.0,10.0,10.0,15.0,10.0,10.0,0.0015,1500.0,1.5,0.25,1.5,21.0,10.0,21.0,21.0,21.0,10.0,0.00441,4410.0,4.41,,,10.538461538461538,1.94,0.4,1.1,0.0,0.5,2024-11-20 10:18:58,2024-11-24 05:01:18.069,0-0.5kg,6.239230769230769
250420DDBC40B4,4973f148-c062-4e84-8bf7-828f0c266e4d,de8fe77c-44f3-4aa4-9983-43bd028891e1,09746db3-cdd4-453a-9904-b47983acb419,베이블레이드X 골드 위저드로드,ベイブレードXゴールドウィザードロード,유아동/출산 > 교구/완구/인형 > 스포츠완구 > ,Toy,bungae,,"ベイブレードXゴールドウィザードロードブレード : 6万ウォンブレード、 ビット : 7万ウォン

베이블레이드X 골드 위저드로드

블레이드 : 6만원
블레이드, 비트 : 7만원",,,9503003919,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/09746db3-cdd4-453a-9904-b47983acb419.jpg,1,60000.0,6335.0,https://m.bunjang.co.kr/products/321661002,0.09,12.0x4.7x11.4,12.0,4.7,11.4,12.0,11.4,4.7,0.00064296,642.96,0.6429600000000001,0.107,0.8,21.0,7.0,21.0,21.0,21.0,7.0,0.003087,3087.0,3.087,,,7.88888888888889,3.8012318029115337,0.75,0.8421052631578947,0.4893617021276595,0.6938223217618514,2025-04-23 11:06:19,2025-04-28 14:03:16.964,0-0.5kg,5.845060345900212
