order_id	title_origin	category	actual_weight	actual_d1	actual_d2	actual_d3	actual_volume_cm3	old_weight_kg	old_width_cm	old_depth_cm	old_height_cm	old_volume_cm3	new_weight_kg	new_width_cm	new_depth_cm	new_height_cm	new_volume_cm3	old_weight_error	new_weight_error	old_volume_error	new_volume_error	weight_improved	volume_improved	new_reason
251022DC343D70	스키주 마그넷 플러시 세트 도미 팝업 스키즈	스타굿즈 > 보이그룹 > 인형/피규어 > 	0.33	31.0	8.0	21.0	5208.0	0.5	20.0	25.0	15.0	7500.0	0.6	30.0	25.0	15.0	11250.0	0.5152	0.8182	0.4401	1.1601	0	0	Set of plush figures likely around 15-20cm each. Requires a larger box for padding, and plush material is light but adds bulk.
25090612A6BD63	방탄소년단 x 스타벅스 곰돌이 무드등	스타굿즈 > 보이그룹 > 인형/피규어 > 	0.155	17.0	12.0	13.0	2652.0	0.2	8.0	8.0	10.0	640.0	0.5	20.0	15.0	15.0	4500.0	0.2903	2.2258	-0.7587	0.6968	0	1	The product consists of two figurines in protective globes, requiring a box that accommodates both. The weight accounts for the figurines and their packaging.
2505231BFB22E7	냥고니 지드래곤 지디 인형 빅뱅 비공굿	스타굿즈 > 보이그룹 > 인형/피규어 > 	0.12	21.0	13.0	7.0	1911.0	0.3	10.0	10.0	15.0	1500.0	0.4	30.0	20.0	15.0	9000.0	1.5000	2.3333	-0.2151	3.7096	0	0	The plush doll is likely around 20-25cm tall, requiring a box larger than the product to avoid compression. It is light due to its plush material.
250524D439A2C5	미니위츄	스타굿즈 > 보이그룹 > 인형/피규어 > 	0.28	25.1	18.9	6.1	2893.7789999999995	0.3	10.0	15.0	10.0	1500.0	0.4	25.0	20.0	15.0	7500.0	0.0714	0.4286	-0.4816	1.5918	0	0	The plush figure is medium-sized and requires some padding for protection. It is light despite its size.
25052340E74193	스트레이키즈 스키주 10cm	스타굿즈 > 보이그룹 > 인형/피규어 > 	0.11	20.3	14.3	7.3	2119.117	0.2	10.0	10.0	10.0	1000.0	0.25	20.0	15.0	10.0	3000.0	0.8182	1.2727	-0.5281	0.4157	0	1	10cm plush figures are light and require minimal padding. The box size accommodates multiple figures while ensuring protection.
250515A11A32B8	몬뭉치엑스 냥균 미니미니 냥균 키링	스타굿즈 > 보이그룹 > 인형/피규어 > 	0.075	14.5	10.0	7.0	1015.0	0.1	4.0	4.0	4.0	64.0	0.15	20.0	15.0	5.0	1500.0	0.3333	1.0000	-0.9369	0.4778	0	1	Mini plush keyring and accessory are small and light. Minimal padding needed for protection.
2505237B941C45	세븐틴 정한 쫑티쥬 인형 양도합니다	스타굿즈 > 보이그룹 > 인형/피규어 > 	0.12	16.0	11.0	10.0	1760.0	0.4	15.0	20.0	15.0	4500.0	0.25	20.0	15.0	10.0	3000.0	2.3333	1.0833	1.5568	0.7045	1	1	The plush doll is small and light, requiring minimal padding. Standard box size for plush toys.
250520AD5F9D15	데이식스 앙콘 MD 데니멀즈 페이스 시크릿 키링	스타굿즈 > 보이그룹 > 인형/피규어 > 	0.11	15.0	12.0	8.0	1440.0	0.1	7.0	5.0	7.0	245.0	0.15	20.0	15.0	10.0	3000.0	-0.0909	0.3636	-0.8299	1.0833	0	0	The keyring is small, around 5cm in size, requiring a minimum box size with some padding for protection.
250522EC5B31F5	미개봉)거니니 gunini 왕자인형 키링양도 zb1 제로니 zeroni	스타굿즈 > 보이그룹 > 인형/피규어 > 	0.125	19.0	12.0	9.0	2052.0	0.1	4.0	4.0	8.0	128.0	0.15	18.0	15.0	12.0	3240.0	-0.2000	0.2000	-0.9376	0.5789	0	1	The keyring figure is small, likely around 5-10cm in height. Minimal padding is needed, resulting in a compact box size.
250522CBF3A7C9	미개봉)유니니 yunini 왕자인형 키링양도 zb1 제로니 zeroni	스타굿즈 > 보이그룹 > 인형/피규어 > 	0.125	19.0	12.0	9.0	2052.0	0.1	5.0	5.0	10.0	250.0	0.15	18.0	15.0	10.0	2700.0	-0.2000	0.2000	-0.8782	0.3158	0	1	The keyring figure is small and light, requiring minimal padding. The box size accommodates the keyring and protective packaging.
