order_id	title_origin	category	new_volume	new_packed_volume	new_weight_kg	new_width_cm	new_depth_cm	new_height_cm	new_reason
2511217692B250	G-DRAGON Ubermensch Official Mini Light Keyring Red - China Exclusive	accessories	20x10x5	20x10x5	0.15	20.0	10.0	5.0	Mini keyring is small and lightweight, requiring minimal packaging. Standard box size for small accessories.
251115E00294FD	Casio MTP-B185D-2A2V	accessories	20x15x8	20x15x8	0.25	20.0	15.0	8.0	The watch is small and requires minimal padding. Standard box size for accessories like watches.
251125534778AD	제로니 맥세이프 그립톡 홀더 스마트톡 자석 탈부착 거치대	디지털/가전>휴대폰액세서리>휴대폰거치대	10x10x2	18x15x5	0.15	18.0	15.0	5.0	The grip holder is small and lightweight, but requires a minimum box size for protection during shipping.
251125A8D2EA59	프린세스 캐치티니핑 프린세스 팩트 티니핑 프린세스팩트	장난감>인형>코디북	30x20x10	30x20x10	0.6	30.0	20.0	10.0	The product is a toy set with multiple components, requiring a box that accommodates the items and padding. Estimated weight includes the toy's materials and packaging.
2511238B5E5178	루미너스 아쿠아 다이렉트 대용량 갤런 세라믹 세척 코팅제 퀵디테일러 자동차 습식코팅제 관리제 4L	생활/건강>자동차용품>세차용품>도장용광택/코팅제	25x15x30	25x15x30	4.5	25.0	15.0	30.0	4L ceramic coating product in a rigid container. The box size accommodates the container with padding for protection.
251125CFD8616D	(포토카드 6장 포함) BOYNEXTDOOR 보이넥스트도어 공식 응원봉 보넥도 응원봉	생활/건강>수집품>아이돌굿즈>응원봉	25x10x10	30x15x15	0.5	30.0	15.0	15.0	The lightstick is larger than typical small items and requires padding for protection. The weight includes the lightstick and packaging.
251125D2BE82C7	프리즘 크레모아 3페이스 네오 10 CLF-1000 /빠른발송/ ib	스포츠/레저>캠핑>랜턴>실내/실외등	30x15x10	32x17x12	1.2	32.0	17.0	12.0	The lantern is a medium-sized electronic device with a battery, requiring extra padding. Estimated weight includes the device and packaging.
251124C9A34411	버디즈 보조배터리 멍몽이 카몽이 위시 세트 강아지 인형 키링 미니 4500mAh 귀여운 선물	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Mini plush keychain battery set with two figures. Requires a box larger than the product for protection, and the weight accounts for the plush material and battery.
251118B6F5ABB2	Ex Nihilo Blue Talisman Eau De Parfum 50ml	life	12x8x20	15x10x25	0.45	15.0	10.0	25.0	Eau de parfum bottle is compact but requires protective packaging. Fragile glass necessitates a larger box for safety.
2511224831DDA0	지디 피스마이너스원(PMO) 한정판 인이어	디지털 > 오디오/영상/관련기기 > 헤드폰 >	25x20x10	25x20x10	0.5	25.0	20.0	10.0	In-ear headphones typically come in a compact box, but require padding for protection. Estimated weight includes the product and packaging.
