order_id	item_id	product_id	product_version_id	title_origin	title_target	category	custom_category	site_name	product_details	product_info_details	materials	clothing_materials	hscode	thumbnail_urls	thumbnail_count	price_origin	price_krw	product_url	actual_weight	actual_dimensions	actual_d1	actual_d2	actual_d3	actual_max	actual_mid	actual_min	actual_volume_m3	actual_volume_cm3	actual_volume_L	volumetric_weight	ai_weight_kg	ai_width_cm	ai_depth_cm	ai_height_cm	ai_max	ai_mid	ai_min	ai_volume_m3	ai_volume_cm3	ai_volume_L	ai_volume_str	ai_packed_volume_str	weight_error	volume_error	max_error	mid_error	min_error	avg_dim_error	shipping_date	order_created_at	weight_range
241202BBB68684	dd9bae64-a715-42bd-ab88-cdb8b2fec04a	4773b750-012a-4e6f-b462-36bb66a6daf7	98af6da8-921c-44fc-9f36-02aaa594cd6b	치유 퍼퓸 핸드크림 피스인더레인 50ml	ヒーリングパルファムハンドクリームピースインダーレーン50ml	화장품/미용>바디케어>핸드케어	Hand cream	naver		![](https://shop-phinf.pstatic.net/20241122_15/1732237905592LVoBq_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_2_1.jpg)<br>![](https://shop-phinf.pstatic.net/20241122_203/1732237906004NEPbT_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_2_14.jpg)<br>![](https://shop-phinf.pstatic.net/20241122_63/1732237906034uOusQ_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_15.jpg)<br>![](https://shop-phinf.pstatic.net/20241122_256/1732237905880Q4Yek_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_2_2.jpg)<br>![](https://shop-phinf.pstatic.net/20241122_214/1732237905848V0UEW_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_2_3.jpg)<br>![](https://shop-phinf.pstatic.net/20241122_54/1732237905487fHqWx_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_2_4.jpg)<br>![](https://shop-phinf.pstatic.net/20241122_175/1732237905379TXWxM_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_2_5.jpg)<br>![](https://shop-phinf.pstatic.net/20241122_299/1732237905389xHs1n_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_2_6.jpg)<br>![](https://shop-phinf.pstatic.net/20241122_283/1732237962838IebwP_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_2_7.jpg)<br>![](https://shop-phinf.pstatic.net/20241122_249/1732237906016TwKqM_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_2_8.jpg)<br>![](https://shop-phinf.pstatic.net/20241122_70/1732237906088jDcvE_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_2_9.jpg)<br>![](https://shop-phinf.pstatic.net/20241122_166/17322379054791F3en_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_2_10.jpg)<br>![](https://shop-phinf.pstatic.net/20241122_272/1732237905644iJGkg_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_2_11.jpg)<br>![](https://shop-phinf.pstatic.net/20241122_72/1732237905678gty6r_JPEG/%EC%B9%98%EC%9C%A0%EC%83%81%EC%84%B8_2_12.jpg)<br>			3304991000	https://shop-phinf.pstatic.net/20241122_29/1732237829869aWKDL_JPEG/66370602058730182_184909600.jpg?type=m510|https://shop-phinf.pstatic.net/20241118_292/1731919992136Fv2fQ_JPEG/7538000683383974_1443008075.jpg?type=m510	2	19000.0	2137.0	https://smartstore.naver.com/main/products/11146566965	0.16	19.0x12.0x9.0	19.0	12.0	9.0	19.0	12.0	9.0	0.002052	2052.0	2.052	0.342	0.1	5.0	10.0	5.0	10.0	5.0	5.0						-0.375		-0.4736842105	-0.5833333333	-0.4444444444	-0.5004873294	2024-12-09T10:21:30.000	2024-12-11T14:00:34.407	0-0.5kg
250424981B4ACC	dcd0509e-3246-4de6-a60c-ef218d3e94b4	45d3a7d5-6af3-440b-9ef4-3e92708d4b1e	256ad0e3-cced-40ba-8fe8-f8ec538ac210	뉴트로지나 데일리 립 밤 4g x5개	ニュートロジーナデイリーリップクリーム4g x 5個	화장품/미용>색조메이크업>립케어	Lip balm	naver					3304109000	https://shop-phinf.pstatic.net/20240401_280/1711950622354Gnvq9_JPEG/113086521057479610_1772920433.jpg?type=m510	1	18370.0	1940.0	https://smartstore.naver.com/main/products/5124326369	0.27	27.0x19.5x13.7	27.0	19.5	13.7	27.0	19.5	13.7	0.00721305	7213.05	7.21305	1.202	0.25	7.0	7.0	7.0	7.0	7.0	7.0						-0.0740740741		-0.7407407407	-0.641025641	-0.4890510949	-0.6236058256	2025-04-29T12:44:50.000	2025-05-04T08:02:32.199	0-0.5kg
25051753031083	81d07df1-44a1-4d40-b4ae-10c3db6b57fa	bae84b32-49e2-45ce-b65f-3c601ac28fff	127a39fe-e839-47f1-b6e2-9e538c5f7674	농심 앵그리 너구리 121g x 40개	ノンシムアングルアライグマ121g x 40個	가공식품>라면>봉지라면	Packaged noodle	auction					1902301010	//image.auction.co.kr/itemimage/39/55/4a/39554a7ca6.jpg	1	38100.0	3910.0	http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=D732662099	5.73	40.3x32.6x28.5	40.3	32.6	28.5	40.3	32.6	28.5	0.03744273	37442.73	37.44273	6.24	4.84	14.0	10.0	21.0	21.0	14.0	10.0						-0.1553228621		-0.4789081886	-0.5705521472	-0.649122807	-0.5661943809	2025-05-23T09:23:12.000	2025-05-28T11:01:32.244	5-10kg
2504153D54DE8C	efb1a839-b647-4b04-84d8-62263739c2a7	3a23ac7d-037f-4f15-a3f0-d8def029e1b9	7b81feab-0c32-4c98-8deb-f7b752e48298	디올 옴므 D-Ring 벨트 85	ディオール・オムD-リングベルト85	패션 액세서리 > 벨트 > 남성 벨트 >	Accessories	bungae		Condition: 7/10サイズ: 85（27~30) 全体的に使用感があり、、 バックルに残基が存在する。 考えて、 大きく気にしない方が持っていってほしいです。 Condition: 7/10 Size: 85(27~30) 전반적으로 사용감이 존재하며, 버클에 잔기스가 존재합니다. 감안하고, 크게 신경쓰지 않는 분께서 가져가셨으면 합니다.			6217100000	https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F04%2F16%2F2437d2e1-8992-4a79-858d-d70318a1ed91?alt=media&token=ebc444b9-7e81-429e-ba4b-97ab006b19e6|https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F04%2F16%2Fcc47608d-9b47-424c-9da4-df2f5f8010ce?alt=media&token=ca99eddb-b28b-4a42-ba27-ffb7968ceef2|https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F04%2F16%2Fcc341443-1fac-41bc-8495-c3c58be48c01?alt=media&token=652a9faa-de0d-49b5-b950-d62eb96b4be2|https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F04%2F16%2F57b5b3eb-59de-4882-b0ed-2250fae680e5?alt=media&token=a1a1f614-fb50-4141-8d44-a8fd5a40c80e	4	368000.0	38852.0	https://m.bunjang.co.kr/products/327462490	0.35	22.4x21.3x12.1	22.4	21.3	12.1	22.4	21.3	12.1	0.005773152	5773.152	5.773152	0.962	0.3	42.5	5.0	5.0	42.5	5.0	5.0						-0.1428571429		0.8973214286	-0.765258216	-0.5867768595	-0.1515712156	2025-04-22T09:16:44.000	2025-05-01T14:03:26.202	0-0.5kg
250429AACD7884	dded1425-213e-4c47-8cc1-77d795e6fd7c	755ec45f-b7df-4540-8f83-94526382f48b	d328147b-02a5-40ab-8918-35b7ace4d5c4	최강공룡 미니특공대 렉스카이저 2단합체 변신로봇	最強恐竜ミニ特攻隊レックスカイザー2段合体変身ロボット		Toy			상품 정보 제공 고시[전자상거래에 관한 상품정보 제공에 관한 고시] 항목에 의거 [SAMG공식몰]에 의해 등록된 정보입니다. 상품상태, 제조사, 브랜드, 원산지, 제조일자에 관한 테이블 상품번호 4364811146 상품상태 새상품 부가세 면세여부 과세상품 영수증발행 발행가능 - 신용카드 전표, 온라인 현금영수증 사업자구분 법인사업자 과세자구분 일반과세자+간이과세자(세금계산서 발급사업자) 원산지 중국 유효일 2050.01.01 제품소재, 색상, 치수, 제조사/수입자, 세탁방법 및 취급시 주의사항에 관한 테이블 품명 및 모델명 완구 / 미니특공대 KC 인증정보 어린이제품 안전확인 / CB064R3621-4015 크기/중량 상세설명참조 / 상세설명참조 색상 혼합색상(상세페이지 참조) 재질 ABS외 사용연령 또는 권장사용연령 36개월 이상 크기ㆍ체중의 한계 해당없음 동일모델의 출시년월 2025-01-01 제조자/수입자 중국 / (주)에스에이엠지엔터테인먼트 제조국 중국 취급방법 및 취급시 주의사항,안전표시 상세페이지 참조 품질보증기준 본제품은 공정거래위원회 고시 소비자 분쟁해결 기준에 의거 교환 또는 보상 받을 수 있습니다 A/S 책임자와 전화번호 1588-8586 주문후 예상 배송기간 상세정보 별도표기 기타 특이사항 소비자가 전자상거래등에서 소비자 보호에 관한 법률 제 17조 제1항 또는 제3항에 따라 청약철회를 하고 동법 제 18조 제1항 에 따라 청약철회한 물품을 판매자에게 반환하였음에도 불구 하고 결제 대금의 환급이 3영업일을 넘게 지연된 경우, 소비자 는 전자상거래등에서 소비자보호에 관한 법률 제18조 제2항 및 동법 시행령 제21조 2에 따라 지연일수에 대하여 전상법 시행령으로 정하는 이율을 곱하여 산정한 지연이자(“지연배상금”)를 신청할 수 있습니다. 아울러, 교환∙반품∙보증 및 결제대금의 환급신청은 [나의쇼핑정보]에서 하실 수 있으며, 자세한 문의는 개별 판매자에게 연락하여 주시기 바랍니다. 필수 표기 정보 더보기 교환/반품 요청이 기간이 지난 경우 소비자의 책임 있는 사유로 상품 등이 분실/파손/훼손된 경우 (단, 확인을 위한 포장 훼손 제외) 소비자의 사용/소비에 의해 상품 등의 가치가 현저히 감소한 경우 (예 : 식품, 화장품, 향수, 음반) 제품을 설치 또는 장착하였거나 개통한 경우 (예 : 전자제품, 컴퓨터, 휴대폰 등) 시간의 경과에 의해 재판매가 곤란할 정도로 상품 등의 가치가 현저히 감소한 경우 (신선식품과 같이 유통기한이 정해져 있는 상품) 복제가 가능한 상품 등의 포장을 훼손한 경우 (CD/DVD/GAME/BOOK의 경우 포장 개봉 시) 주문제작 상품 중 상품제작에 들어간 경우 (주문접수 후 개별생산, 맞춤 제작 등) 상호명: (주)아이들세상 대표자: 조연희 연락처: 0315448252 통신판매업자번호: 2013-경기포천-0245 사업자 등록번호: 231-81-02300 사업장소재지: 경기 포천시 소흘읍 검바위1길 16-17 e-mail: dusgml1362@naver.com 반품배송비(편도): 3,500원 (최초 배송비 미결제시 7,000원 부과) 교환배송비(왕복): 7,000원 보내실곳: 11182 경기도 포천시 소흘읍 검바위1길 16-17 세부주소없음 품명 및 모델명: 완구 / 미니특공대 크기/중량: 상세설명참조 / 상세설명참조 색상: 혼합색상(상세페이지 참조) 재질: ABS외 사용연령 또는 권장사용연령: 36개월 이상 크기ㆍ체중의 한계: 해당없음 동일모델의 출시년월: 2025-01-01 제조자/수입자: 중국 / (주)에스에이엠지엔터테인먼트 제조국: 중국 취급방법 및 취급시 주의사항,안전표시: 상세페이지 참조 품질보증기준: 본제품은 공정거래위원회 고시 소비자 분쟁해결 기준에 의거 교환 또는 보상 받을 수 있습니다 a/s 책임자와 전화번호: 1588-8586 주문후 예상 배송기간: 상세정보 별도표기 상품번호: 4364811146 상품상태: 새상품 부가세 면세여부: 과세상품 영수증발행: 발행가능 - 신용카드 전표, 온라인 현금영수증 사업자구분: 법인사업자 과세자구분: 일반과세자+간이과세자(세금계산서 발급사업자) 원산지: 중국 유효일: 2050.01.01 우리카드: 2~6개월 (5만원 이상) 비씨카드: 2~6개월 (5만원 이상) 우리bc카드: 2~6개월 (5만원 이상) nh농협카드: 2~6개월 (5만원 이상) 롯데카드: 2~5개월 (5만원 이상) 7~24개월 (100만원 이상) 하나카드: 2~4개월 (5만원 이상) 5~12개월 (50만원 이상) 삼성카드: 2~3개월 (5만원 이상) 4~12개월 (50만원 이상) 유효기간: 적립일로부터 2년 적립한도: 최대 1천점 유의사항: 스마일페이 결제 시 적립 (당사 사정에 따라 사전 예고 없이 변경/삭제될 수 있음) kb국민카드: 2~5개월 (5만원 이상) 7~12개월 (50만원 이상) 적립률: 1천원 당 1포인트 현대카드: 2~3개월 (1만원 이상) 어린이제품 안전확인 / cb064r3621: 4015 적립기준: 결제완료일+4일 후 적립요청			9503003919	https://gdimg.gmarket.co.kr/4364811146/still/600?ver=1745398153	1	76480.0	8075.0	https://item.gmarket.co.kr/Item?goodscode=4364811146	4.58	59.1x35.1x40.7	59.1	35.1	40.7	59.1	40.7	35.1	0.084428487	84428.487	84.428487	14.071	0.8	20.0	10.0	30.0	30.0	20.0	10.0						-0.8253275109		-0.4923857868	-0.5085995086	-0.7150997151	-0.5720283368	2025-05-02T18:58:59.000	2025-05-15T14:02:50.981	2-5kg
25031648F5CD55	e1bb02e2-bb04-4cc5-88c4-9f719e4a3351	02a9abbc-83ce-42f4-8d51-fb824b9effde	38fed140-8327-44a2-b7e4-fc74adf942ac	오뚜기 오쉐프 닭강정소스, 2kg, 5개	オトギオシェフチキンカンジョンソース、2kg、5個	소스류	Seasoning sauce	coupang					2103909090	https://image7.coupangcdn.com/image/retail/images/793909521842450-1a39b88b-c9f7-4da8-b295-9fe234cb80ef.jpg	1	22000.0	2401.0	https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=1829536393&ctag=1829536393&lptag=I17905189422&itemId=17905189422&vendorItemId=85067938625&spec=10305197	8.565	26.7x28.6x22.8	26.7	28.6	22.8	28.6	26.7	22.8	0.017410536	17410.536	17.410536	2.902	10.0	20.0	30.0	20.0	30.0	20.0	20.0						0.1675423234		0.048951049	-0.2509363296	-0.1228070175	-0.1082640994	2025-03-21T18:08:02.000	2025-03-28T05:02:50.762	5-10kg
250121D14EAC2B	f70df877-0b58-49c3-952d-b5e0f1e74162	4c774b01-d322-4aba-894d-2470fec10867	f4ebfdd5-1df3-48ba-9f8a-f4cdba9ba30c	스톰-2022 3볼 롤러볼트 블랙.골드 (엑셀테이프 4각)	Storm-2022 3ボールローラーボルトブラック。ゴールド（エクセルテープ4角）	스포츠/레저>볼링>볼링가방	Leather bag	naver		![](https://shop-phinf.pstatic.net/20220711_239/1657546569901QHq6q_JPEG/5d668fd2e1558d80b2a65f2e54bc5a76.jpg)<br>	100% blend of nylon and artificial leather		4202212000	https://shop-phinf.pstatic.net/20220711_186/1657546556467i9w6D_JPEG/58682390248643894_2011072022.jpg?type=m510	1	176000.0	19159.0	https://smartstore.naver.com/main/products/6903803424	6.84	79.0x35.0x32.0	79.0	35.0	32.0	79.0	35.0	32.0	0.08848	88480.0	88.48	14.747	1.5	21.0	14.0	28.0	28.0	21.0	14.0						-0.7807017544		-0.6455696203	-0.4	-0.5625	-0.5360232068	2025-01-24T18:00:34.000	2025-01-28T14:01:09.554	5-10kg
250203D3658F09	f9781ea4-a36e-4a79-8cf9-ac41c4ef68d9	e461ae69-a6dc-4536-ab3f-ed582614b74a	b590acd0-0afc-4c38-9233-218386ecf641	바이오힐보 프로바이오덤 3D 리프팅 스킨케어 2종세트 (에센셜 토너 150ml + 에멀전 150ml + 리프팅 크림 15ml)	バイオヒルボプロバイオダム3Dリフティングスキンケア2種セット（エッセンシャルトナー150ml+エマルジョン150ml+リフティングクリーム15ml）	화장품/미용>스킨케어>화장품세트	Essence	naver		![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop0/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240328094029/qyeo_20240328094029.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop1/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240328094029/qyeo_20240328094029.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop2/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240328094029/qyeo_20240328094029.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop0/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090644/qyeo_20240325090644.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop1/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090644/qyeo_20240325090644.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop0/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090739/qyeo_20240325090739.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop1/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090739/qyeo_20240325090739.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop2/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090739/qyeo_20240325090739.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop0/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090801/qyeo_20240325090801.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop1/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090801/qyeo_20240325090801.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop0/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090902/qyeo_20240325090902.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop1/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090902/qyeo_20240325090902.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop2/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090902/qyeo_20240325090902.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop3/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090902/qyeo_20240325090902.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop4/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090902/qyeo_20240325090902.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop0/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090922/qyeo_20240325090922.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop1/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090922/qyeo_20240325090922.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop0/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090934/qyeo_20240325090934.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop1/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090934/qyeo_20240325090934.jpg)<br>![](https://cf-images.oliveyoung.co.kr/product/html/crop/A000000203250/202403281847/crop2/image.oliveyoung.co.kr/uploads/images/editor/QuickUpload/SYS/image/20240325090934/qyeo_20240325090934.jpg)<br>			3304991000	https://shop-phinf.pstatic.net/20241123_167/1732360881223PIrmB_JPEG/66493814354332111_1123521626.jpg?type=m510|https://shop-phinf.pstatic.net/20240503_221/1714693724618MygdL_JPEG/115829567332780621_581251120.jpg?type=m510|https://shop-phinf.pstatic.net/20240503_219/1714693740066T3Dp3_JPEG/115829582777391132_1607664240.jpg?type=m510|https://shop-phinf.pstatic.net/20240503_28/1714693740218zuLQE_JPEG/115829582932938565_1909915580.jpg?type=m510|https://shop-phinf.pstatic.net/20240503_119/1714693740371HH7a7_JPEG/115829583086832677_1795815562.jpg?type=m510	5	37800.0	4123.0	https://smartstore.naver.com/main/products/6079852215	1.045	27.5x24.5x15.0	27.5	24.5	15.0	27.5	24.5	15.0	0.01010625	10106.25	10.10625	1.684	0.5	10.0	4.0	7.0	10.0	7.0	4.0						-0.5215311005		-0.6363636364	-0.7142857143	-0.7333333333	-0.6946608947	2025-02-12T09:53:00.000	2025-02-15T14:02:41.064	1-2kg
250105E28960D1	29430a9d-b227-4498-8470-86594fce9aee	60b8bec6-2f5c-4a1e-9c54-79756b309be0	026fd1a3-d7e9-47ae-a58d-7312fed084a9	스키즈 팝업 리얼터치 포카 판매합니다!	スキッズポップアップリアルタッチポカ販売します！	스타굿즈 > 보이그룹 > 팬시/포토카드 >	Photographs	bungae		20일에 직접 뽑은 포카입니다😇 판매는 gs,cu 반택 준등기 가능합니다!!			4911919000	https://media.bunjang.co.kr/product/307208098_1_1735973364_w{res}.jpg	1	170000.0	18506.0	https://m.bunjang.co.kr/products/307208098	0.15	21.0x13.0x8.0	21.0	13.0	8.0	21.0	13.0	8.0	0.002184	2184.0	2.184	0.364	0.1	10.0	0.5	5.0	10.0	5.0	0.5						-0.3333333333		-0.5238095238	-0.6153846154	-0.9375	-0.6922313797	2025-01-16T10:29:42.000	2025-01-18T08:02:12.729	0-0.5kg
25051569274BEE	821a7b69-a37a-4510-b698-ec87794d66d4	81c8d8d6-22e4-4b4a-aa8f-d4fdced9ca27	b121ffe6-cb72-4910-a905-e6410c741b8f	The 1st Album [ODYSSEY] (PACKAGE Ver.) SET	The 1st Album [ODYSSEY] （PACKAGE Ver。) SET		compact disk			🧡초회한정반 한정 포토카드 증정(온팩) 🧡RIIZE_정규1집[ODYSSEY] (PACKAGE Ver.) 앨범 구매 시 2,000원 할인 쿠폰을 드려요! *증정기간 : 4/28 ~ 5/18 23:59 (KST) 🧡구매 안내사항 - 세트 판매기간 : 4/28 ~ 5/18 - RIIZE 정규1집 [ODYSSEY] 앨범끼리만 구매가 가능합니다. - 입고일 : 5/19(월) - 운영상의 사유로 인하여 입고일이 변동될 수 있습니다. - 배송일이 가장 늦은 상품의 일정에 맞추어 함께 배송 됩니다. 🧡쿠폰 안내사항 - 2,000원 할인쿠폰은 RIIZE 정규1집[ODYSSEY] 앨범 구매 시에만 사용 가능합니다. - 쿠폰 사용 : PACKAGE Ver. 사용 가능(ID당 최대 1개) - 쿠폰 다운로드 기간 : ~5/18 23:59 (KST) - 쿠폰 유효 기간 : ~ 5/24 23:59 (KST) 🧡 Special Limited Edition: Includes Exclusive Photocard (All-in-Pack) 🧡Receive a $2 discount coupon when you purchase RIIZE The 1st Album [ODYSSEY]! *Promotion Period: 4/28 ~ 5/18 23:59 (KST) 🧡Purchase Guidelines - Sales Period for sets: 4/28 ~ 5/18 - Only RIIZE The 1st Album [ODYSSEY] can be purchased together. - Stock arrival date: 5/19 (Mon) - The stock arrival date may change due to operational reasons. - Orders will be shipped once all items, including those with the latest delivery date, are ready for dispatch. 🧡Coupon Information - The $2 discount coupon can only be used for the purchase of RIIZE The 1st Album [ODYSSEY]. - Coupon usage: PACKAGE Ver. (Limit of 1 per ID) - Coupon download period: ~5/18 23:59 (KST) - Coupon validity period: ~ 5/24 23:59 (KST) 🧡 初回限定盤：限定フォトカード贈呈（オンパック） 🧡RIIZE The 1st Album [ODYSSEY] アルバムを購入すると200円の割引クーポンを差し上げます！ *贈呈期間：4/28〜5/18 23:59 (KST) 🧡購入に関するご案内 - セット販売期間：4/28〜5/18 - RIIZE The 1st Album [ODYSSEY] ALBUM 同士のみご購入いただけます。 - 入荷日：5/19(月) - 運営上の理由により入荷日が変更される場合があります。 - 配送日が最も遅い商品に合わせての一括発送となります。 🧡クーポン案内事項 - 200円割引クーポンは RIIZE The 1st Album [ODYSSEY] アルバム購入時のみ使用可能です。 - クーポン使用：PACKAGE Ver. 使用可能(IDにつき最大1個) - クーポンダウンロード期間：〜5/18 23:59 (KST) - クーポン有効期限：〜5/24 23:59 (KST) 🧡 初回限定版：附赠限定照片卡（全套内含） 🧡购买RIIZE The 1st Album [ODYSSEY]时，将赠送$2优惠券！ *赠送期间：4/28 ~ 5/18 23:59 (KST) 🧡购买须知 - SET销售期间：4/28 ~ 5/18 - RIIZE The 1st Album [ODYSSEY] ALBUM 仅限在同系列商品之间购买。 - 入库日期：5/19(周一) - 由于运营原因，入库日期可能会有变动。 - 发货日以最晚配送日期为主，一同寄出。 🧡惠券指南 - $2优惠券只能在购买 RIIZE The 1st Album [ODYSSEY] 时使用。 - 使用优惠券：PACKAGE Ver.可用(每个ID最多1个) - 赠送期间：~5/18 23:59 (KST) - 优惠券有效期：~ 5/24 23:59 (KST) [상품정보] 상품 : RIIZE The 1st Album [ODYSSEY] (PACKAGE Ver.) SET 미디어: CD 음반사: Kakao Entertainment 출시국가: 한국 레이블: SM ENTERTAINMENT 발매일: 2025.05 [Track List] 01. Odyssey 02. Bag Bad Back 03. 잉걸 (Ember to Solar) 04. Fly Up *Title 05. Show Me Love 06. Passage 07. Midnight Mirage 08. 모든 하루의 끝 (The End of the Day) 09. Inside My Love 10. Another Life [상세정보] 1. EARTH Ver. 패키지 박스 : 1종 / 205*225*25mm 포토북 : 1종 / 88p CD-R & 봉투 : 1종 인화사진북 : 1종 / 26p 접지포스터 : 1종 포토카드 : 6세트 중 랜덤 1세트 (멤버별 2종 1세트) 포토카드 봉투 : 1종 2. UNIVERSE Ver. 패키지 박스 : 1종 / 205*225*25mm 포토북 : 1종 / 88p CD-R & 봉투 : 1종 인화사진북 : 1종 / 26p 접지포스터 : 1종 포토카드 : 6세트 중 랜덤 1세트 (멤버별 2종 1세트) 포토카드 봉투 : 1종 버전 별 패키지 및 전체 구성품 이미지 상이 초도 한정 유닛 포토카드 15종 중 랜덤 1종 추가 증정 (버전 별 이미지 동일) 온팩 삽입 [주의사항] 상품 특성상 미세한 스크래치 및 흠집이 있을 수 있습니다. [안내사항] 본 제품은 사용연령 만 14세 이상 분들을 위한 제품으로, 어린이용이 아닙니다. 본 제품은 공정거래위원회고시 소비자분쟁해결기준에 의거 교환 또는 보상을 받을 수 있습니다. 인화사진북: 1종 / 26p 포토북: 1종 / 88p 할인금액: 총 할인금액 원 (모바일할인금액 원) 적립금: PINK 0% (0 P) 회원등급별: PINK SILVER 기본적립금 +0.2% 추가적립금: PINK GOLD 기본적립금 +0.5% 패키지 박스: 1종 / 205*225*25mm cd-r & 봉투: 1종 포토카드: 6세트 중 랜덤 1세트 (멤버별 2종 1세트) 배송방법: 택배 접지포스터: 1종 포토카드 봉투: 1종 배송비: ₩3,000 (₩50,000 이상 구매 시 무료) 발매일: 2025.05 배송분류: 국내배송 해외배송			8523292090	https://m.smtownandstore.com/web/product/big/202505/d0f99258e5bf6537371eb471598f28b0.jpg	1	41600.0	4269.0	https://m.smtownandstore.com/product/riize-the-1st-album-odyssey-package-ver-set/26347/category/2003/display/1/	1.27	33.0x27.0x10.0	33.0	27.0	10.0	33.0	27.0	10.0	0.00891	8910.0	8.91	1.485	0.5	21.0	3.0	21.0	21.0	21.0	3.0						-0.6062992126		-0.3636363636	-0.2222222222	-0.7	-0.4286195286	2025-05-27T12:50:01.000	2025-05-30T08:01:57.098	1-2kg
